48,11,1,5,61,514,111247,51127827,1
48,11,1,5,61,707,111247,51127827,4
48,11,1,5,61,858,111247,51127827,2
48,11,1,5,61,859,111247,51127827,2
48,11,1,5,61,860,111247,51127827,2
48,11,1,5,61,1594,111247,51127827,15
48,11,1,5,61,1611,111247,51127827,20
48,11,1,5,61,1612,111247,51127827,20
48,11,1,5,61,2422,111247,51127827,21
48,11,1,5,61,2721,111247,51127827,18
48,11,1,5,61,2928,111247,51127827,5
100,11,1,5,61,3797,111247,51127827,5
48,11,1,5,61,3998,111247,51127827,3
48,11,1,5,61,3998,111247,51127827,1
48,11,1,5,61,3999,111247,51127827,3
48,11,1,5,61,3999,111247,51127827,1
48,11,1,5,61,4132,111247,51127827,1
100,11,1,5,61,4548,111247,51127827,1
48,11,1,5,61,4565,111247,51127827,3
48,11,1,5,61,4565,111247,51127827,29
48,11,1,5,61,5629,111247,51127827,12
48,11,1,5,61,5630,111247,51127827,12
100,11,1,5,61,5943,111247,51127827,3
48,11,1,5,61,5943,111247,51127827,30
100,11,1,5,61,5946,111247,51127827,3
48,11,1,5,61,5946,111247,51127827,30
48,11,1,5,61,6388,111247,51127827,34
48,11,1,5,61,6389,111247,51127827,34
100,11,1,5,61,7167,111247,51127827,4
48,11,1,5,61,8865,111247,51127827,2
48,47,1,5,61,893,111247,50433646,1
48,47,1,5,61,2016,111247,50433646,1
48,47,1,5,61,2017,111247,50433646,1
48,47,1,5,61,10370,111247,50433646,7
48,47,1,5,61,4935,111247,50433646,19
48,47,1,5,61,5996,111247,50433646,35
48,26,1,5,61,8123,111247,51127829,1
48,47,1,5,61,8563,111247,50433646,1
48,47,1,5,61,8603,111247,50433646,4
48,47,1,5,61,8604,111247,50433646,4
48,52,1,5,61,160,111247,51127849,2
100,61,1,5,61,430,111247,50433706,1
48,59,1,5,61,553,111247,50433694,5
48,54,1,5,61,555,111247,50433678,3
48,58,1,5,61,555,111247,50433694,1
100,71,1,5,61,687,111247,50433740,9
48,61,1,5,61,707,111247,50433706,25
48,62,1,5,61,707,111247,50433706,6
100,61,1,5,61,809,111247,50433706,1
48,61,1,5,61,809,111247,50433706,12
48,54,1,5,61,1496,111247,50433678,5
48,61,1,5,61,1729,111247,50433706,5
48,62,1,5,61,1729,111247,50433706,6
48,61,1,5,61,2017,111247,50433706,7
48,71,1,5,61,10370,111247,50433740,12
48,72,1,5,61,10370,111247,50433740,11
48,54,1,5,61,10420,111247,50433678,24
48,58,1,5,61,3681,111247,50433694,7
48,59,1,5,61,3681,111247,50433694,25
48,71,1,5,61,3906,111247,50433740,20
48,72,1,5,61,3906,111247,50433740,13
48,71,1,5,61,3951,111247,50433740,2
48,54,1,5,61,3983,111247,50433678,10
48,71,1,5,61,3983,111247,50433740,5
48,72,1,5,61,3983,111247,50433740,11
48,61,1,5,61,3985,111247,50433706,20
100,71,1,5,61,3998,111247,50433740,1
48,71,1,5,61,3998,111247,50433740,5
48,72,1,5,61,3998,111247,50433740,12
100,71,1,5,61,3999,111247,50433740,1
48,71,1,5,61,3999,111247,50433740,5
48,72,1,5,61,3999,111247,50433740,12
100,71,1,5,61,4000,111247,50433740,1
48,71,1,5,61,4000,111247,50433740,5
48,72,1,5,61,4000,111247,50433740,12
100,71,1,5,61,4001,111247,50433740,1
48,71,1,5,61,4001,111247,50433740,5
48,72,1,5,61,4001,111247,50433740,12
48,54,1,5,61,11346,111247,50433678,1
48,54,1,5,61,11347,111247,50433678,1
100,61,1,5,61,4935,111247,50433706,25
100,61,1,5,61,5132,111247,50433706,13
100,71,1,5,61,5136,111247,50433740,2
100,71,1,5,61,5137,111247,50433740,2
100,71,1,5,61,5304,111247,50433740,1
100,61,1,5,61,10622,111247,50433706,14
48,61,1,5,61,5716,111247,50433706,9
48,62,1,5,61,5716,111247,50433706,5
48,54,1,5,61,5717,111247,50433678,9
48,61,1,5,61,5718,111247,50433706,9
48,62,1,5,61,5718,111247,50433706,5
100,61,1,5,61,6303,111247,50433706,4
100,61,1,5,61,6304,111247,50433706,4
100,61,1,5,61,7251,111247,50433706,14
48,61,1,5,61,7251,111247,50433706,11
48,62,1,5,61,7251,111247,50433706,6
100,61,1,5,61,7253,111247,50433706,14
48,61,1,5,61,7253,111247,50433706,11
48,62,1,5,61,7253,111247,50433706,6
48,59,1,5,61,7465,111247,50433694,2
48,72,1,5,61,7476,111247,50433740,8
48,72,1,5,61,7477,111247,50433740,8
100,61,1,5,61,7914,111247,50433706,13
100,61,1,5,61,7916,111247,50433706,13
48,71,1,5,61,8152,111247,50433740,2
48,72,1,5,61,8152,111247,50433740,3
100,61,1,5,61,8870,111247,50433706,8
48,71,1,5,61,9477,111247,50433740,3
100,85,1,5,61,113,111247,50433798,5
48,95,1,5,61,281,111247,50433836,1
48,96,1,5,61,281,111247,50433836,21
48,85,1,5,61,10085,111247,50433798,24
48,86,1,5,61,10085,111247,50433798,5
48,85,1,5,61,707,111247,50433798,24
48,86,1,5,61,707,111247,50433798,5
48,75,1,5,61,886,111247,50433756,11
48,86,1,5,61,1518,111247,50433798,4
48,85,1,5,61,1633,111247,50433798,25
48,86,1,5,61,1633,111247,50433798,5
48,83,1,5,61,1728,111247,50433786,18
48,86,1,5,61,2766,111247,50433798,2
48,86,1,5,61,2767,111247,50433798,2
100,82,1,5,61,3681,111247,50433786,3
48,82,1,5,61,3681,111247,50433786,7
48,82,1,5,61,3681,111247,50433786,4
48,83,1,5,61,3681,111247,50433786,15
48,78,1,5,61,3983,111247,50433770,28
48,78,1,5,61,3984,111247,50433770,6
48,85,1,5,61,4132,111247,50433798,1
48,86,1,5,61,4132,111247,50433798,5
48,85,1,5,61,4161,111247,50433798,12
48,85,1,5,61,4162,111247,50433798,12
48,96,1,5,61,4162,111247,50433836,1
48,85,1,5,61,4266,111247,50433798,22
100,85,1,5,61,4389,111247,50433798,21
100,82,1,5,61,4452,111247,50433786,7
100,95,1,5,61,4823,111247,50433836,10
100,75,1,5,61,10565,111247,50433756,1
100,85,1,5,61,5132,111247,50433798,25
48,85,1,5,61,5214,111247,50433798,10
100,85,1,5,61,5214,111247,50433798,15
48,85,1,5,61,5516,111247,50433798,25
48,86,1,5,61,5516,111247,50433798,5
100,85,1,5,61,5716,111247,50433798,2
48,78,1,5,61,5717,111247,50433770,3
48,85,1,5,61,5920,111247,50433798,6
48,86,1,5,61,5920,111247,50433798,5
48,85,1,5,61,6113,111247,50433798,1
48,85,1,5,61,6163,111247,50433798,22
48,75,1,5,61,6847,111247,50433756,1
48,78,1,5,61,8743,111247,50433770,30
48,83,1,5,61,9133,111247,50433786,1
48,83,1,5,61,9133,111247,50433786,2
48,83,1,5,61,11135,111247,50433786,5
48,83,1,5,61,11135,111247,50433786,1
134,12,1,5,13,12,364069,50651193,21
134,12,1,5,13,14,364069,50651193,16
134,12,1,5,13,20,364069,50651193,12
134,12,1,5,13,149,364069,50651193,1
134,12,1,5,13,150,364069,50651193,1
134,12,1,5,13,188,364069,50651193,3
134,12,1,5,13,188,364069,50651193,3
134,12,1,5,13,188,364069,50651193,1
134,12,1,5,13,188,364069,50651193,1
134,12,1,5,13,188,364069,50651193,7
134,12,1,5,13,188,364069,50651193,2
48,20,1,5,13,278,364069,50433556,4
48,20,1,5,13,279,364069,50433556,4
48,20,1,5,13,280,364069,50433556,4
134,12,1,5,13,372,364069,50651193,15
134,12,1,5,13,1032,364069,50651193,1
134,12,1,5,13,1033,364069,50651193,1
134,12,1,5,13,1034,364069,50651193,1
134,12,1,5,13,1035,364069,50651193,1
134,12,1,5,13,1114,364069,50651193,1
134,12,1,5,13,1144,364069,50651193,2
134,12,1,5,13,1449,364069,50651193,20
134,12,1,5,13,1473,364069,50651193,1
134,12,1,5,13,1474,364069,50651193,1
134,12,1,5,13,1475,364069,50651193,1
134,12,1,5,13,1532,364069,50651193,1
134,12,1,5,13,1723,364069,50651193,1
134,12,1,5,13,1723,364069,50651193,1
134,12,1,5,13,1805,364069,50651193,1
134,12,1,5,13,1822,364069,50651193,4
48,13,1,5,13,1852,364069,51031202,3
134,12,1,5,13,2075,364069,50651193,1
48,1,1,5,13,2203,364069,51031190,20
134,12,1,5,13,2226,364069,50651193,7
134,12,1,5,13,2227,364069,50651193,7
134,12,1,5,13,2228,364069,50651193,7
134,12,1,5,13,2242,364069,50651193,17
134,12,1,5,13,2335,364069,50651193,2
134,12,1,5,13,2336,364069,50651193,2
134,12,1,5,13,2410,364069,50651193,2
100,13,1,5,13,2422,364069,51031202,3
48,14,1,5,13,2422,364069,51031202,6
134,12,1,5,13,2423,364069,50651193,7
48,14,1,5,13,2516,364069,51031202,15
100,19,1,5,13,2516,364069,50433556,1
48,19,1,5,13,2516,364069,50433556,1
134,12,1,5,13,2665,364069,50651193,17
134,12,1,5,13,2665,364069,50651193,3
134,12,1,5,13,2746,364069,50651193,2
134,12,1,5,13,2902,364069,50651193,5
134,12,1,5,13,3047,364069,50651193,3
